Genre,Director,Actor1,Actor2,Year,Runtime,Rating
Sci-Fi,Wong,Streep,DiCaprio,2008,106,8.986206476320657
Action,Cameron,Streep,Johansson,2010,140,3.498948701419425
Action,Nolan,Streep,Johansson,2002,160,8.97561126169666
Comedy,Spielberg,Johansson,Johansson,1997,85,8.978596069770834
Comedy,Wong,Streep,Hanks,1996,128,8.263503025431831
Comedy,Spielberg,Hanks,Streep,2003,116,5.717516085580074
Comedy,Wong,Johansson,Cruise,2015,159,8.709151246031713
Drama,Spielberg,Cruise,Johansson,1990,133,4.291185901386033
Comedy,Spielberg,Hanks,Cruise,2010,125,3.8982860460244324
Comedy,Tarantino,Hanks,DiCaprio,2020,158,1.5314329377733769
Romance,Cameron,DiCaprio,Hanks,1985,159,7.733155579456496
Action,Spielberg,Cruise,DiCaprio,1992,102,4.480010373865553
Sci-Fi,Tarantino,Johansson,Cruise,2023,151,1.435673068562096
Sci-Fi,Wong,Cruise,Cruise,2010,94,5.1607363839662765
Drama,Nolan,Cruise,Cruise,2013,163,3.8814723983638246
Action,Wong,Hanks,Hanks,2022,121,4.414737507579739
Drama,Nolan,DiCaprio,Johansson,1990,148,4.361868425471003
Sci-Fi,Wong,Streep,Streep,1997,155,2.711235755775093
Comedy,Spielberg,Johansson,Streep,1996,178,6.098451151363056
Action,Nolan,Streep,DiCaprio,2015,164,8.194255327838132
Romance,Wong,Streep,Streep,2017,110,8.698032040713636
Action,Wong,Hanks,Johansson,1985,157,4.067570848756073
Romance,Wong,Hanks,Johansson,2008,163,9.376079779966506
Action,Tarantino,Cruise,Hanks,2002,99,8.323444438278429
Comedy,Nolan,DiCaprio,Cruise,1993,157,6.390052368543008
Comedy,Wong,Cruise,Hanks,2011,180,5.960576023522889
Romance,Spielberg,Streep,Cruise,1988,127,4.6669961894199385
Sci-Fi,Wong,Cruise,Cruise,2014,128,1.6141776477987322
Romance,Spielberg,Streep,Cruise,1991,90,8.869151250110292
Sci-Fi,Tarantino,Hanks,Hanks,2021,180,9.957912193439734
Comedy,Wong,DiCaprio,DiCaprio,2012,142,9.446957079627174
Action,Nolan,DiCaprio,Johansson,2006,143,1.87054574793944
Romance,Spielberg,Streep,Cruise,2016,150,1.9441223509368952
Drama,Tarantino,DiCaprio,Johansson,2015,99,3.857907608139592
Sci-Fi,Spielberg,Streep,Cruise,1981,90,7.999111048725661
Drama,Cameron,Hanks,Cruise,2002,120,5.244973608471092
Romance,Cameron,DiCaprio,Streep,1996,81,7.5957034252299
Action,Spielberg,Streep,DiCaprio,2016,88,8.070700228589766
Drama,Nolan,Streep,Hanks,1996,173,1.0418841355446533
Sci-Fi,Wong,Johansson,Hanks,1987,117,7.829413025396978
Sci-Fi,Nolan,DiCaprio,Hanks,1985,127,9.612705705492672
Romance,Nolan,Johansson,Johansson,2006,136,7.636766254891534
Action,Spielberg,Johansson,DiCaprio,1992,95,8.346711613036835
Romance,Wong,Cruise,Johansson,2022,142,9.532387104140598
Drama,Tarantino,Streep,Johansson,2003,169,8.946580261133416
Romance,Cameron,Hanks,Hanks,1989,132,8.536870445783645
Comedy,Nolan,DiCaprio,Johansson,1986,147,7.336239236974418
Sci-Fi,Spielberg,Streep,Hanks,1995,131,9.455620468475129
Drama,Cameron,Cruise,Cruise,2005,118,3.7191410986417814
Drama,Spielberg,Cruise,DiCaprio,1992,131,7.669494765420981
Action,Cameron,Streep,Cruise,1996,160,6.02554943098856
Drama,Nolan,Hanks,Cruise,2008,84,3.225470703908083
Romance,Wong,Cruise,DiCaprio,2005,136,2.3325261570136924
Romance,Wong,Hanks,DiCaprio,1995,116,7.873427854387256
Sci-Fi,Tarantino,Hanks,Hanks,2008,91,1.0807656890999207
Comedy,Spielberg,Streep,Hanks,1994,83,8.756080936485501
Action,Nolan,Streep,Hanks,1990,160,1.0199665597683114
Drama,Tarantino,Cruise,Streep,2001,82,7.3283216982504324
Action,Wong,DiCaprio,Hanks,2010,155,3.1038642430674313
Sci-Fi,Spielberg,Cruise,DiCaprio,2011,93,2.60660693279476
Action,Tarantino,Johansson,Hanks,1996,175,7.375044107391683
Romance,Tarantino,Johansson,DiCaprio,1989,95,6.025559911007509
Romance,Nolan,Hanks,Johansson,2002,105,8.827009879322404
Sci-Fi,Wong,Johansson,Johansson,1983,176,3.0927738121692094
Sci-Fi,Tarantino,DiCaprio,Cruise,1989,143,2.4665883856692163
Romance,Cameron,Cruise,Streep,2008,109,4.5415022037731605
Romance,Tarantino,Hanks,Streep,1990,111,3.018490059093976
Action,Tarantino,Hanks,Johansson,2002,108,6.449206341625333
Action,Wong,DiCaprio,Cruise,2023,95,3.6904220625067508
Drama,Nolan,Streep,Cruise,1993,90,9.15868885076252
Romance,Tarantino,Streep,Streep,2015,117,9.785683593353113
Sci-Fi,Cameron,Hanks,DiCaprio,1985,93,5.8879640564038676
Drama,Wong,DiCaprio,DiCaprio,1990,81,8.65615634745426
Drama,Wong,Cruise,Cruise,2004,139,2.9755489437234743
Romance,Nolan,Hanks,DiCaprio,1983,123,3.304652815433303
Drama,Spielberg,Streep,DiCaprio,2023,128,5.315161624057711
Sci-Fi,Wong,Cruise,Cruise,1986,94,6.012852470198349
Sci-Fi,Nolan,Hanks,DiCaprio,1999,141,4.502666676511742
Drama,Cameron,Streep,Cruise,1999,121,9.351859233664602
Romance,Tarantino,Hanks,DiCaprio,2008,97,7.74579903184146
Romance,Cameron,Hanks,Hanks,1999,85,4.388658716292243
Sci-Fi,Nolan,Hanks,Hanks,2012,100,4.709315944070294
Drama,Nolan,Johansson,DiCaprio,2013,100,9.99504846942792
Comedy,Nolan,DiCaprio,DiCaprio,1983,142,6.636655636315397
Sci-Fi,Tarantino,Johansson,Johansson,1981,84,6.730436923709742
Drama,Nolan,Hanks,Johansson,2014,155,4.144581478676439
Romance,Spielberg,Cruise,Cruise,1983,142,2.0994715356664257
Romance,Spielberg,Streep,Streep,1994,113,5.062545382766226
Romance,Cameron,Cruise,Cruise,1983,126,4.227158588351282
Drama,Spielberg,Johansson,Johansson,2005,80,3.3028278135297024
Comedy,Spielberg,Johansson,Cruise,1986,96,6.166403147373928
Drama,Cameron,Streep,Hanks,2013,86,8.427631388012497
Comedy,Nolan,Streep,Cruise,1998,170,8.141708518845991
Romance,Nolan,Johansson,DiCaprio,2002,106,2.994668462681866
Romance,Wong,Johansson,DiCaprio,1980,173,7.434053429726667
Action,Nolan,Cruise,Johansson,2020,159,5.4798986765450515
Drama,Tarantino,Streep,DiCaprio,1985,157,6.977495863079303
Romance,Spielberg,Streep,Cruise,2022,142,1.2104702740568352
Sci-Fi,Cameron,Cruise,Cruise,1985,102,5.267686039071698
Romance,Spielberg,Hanks,Johansson,2015,102,6.130152086110441
Sci-Fi,Wong,DiCaprio,DiCaprio,1988,83,3.507635474184365
Drama,Wong,Johansson,Hanks,2006,116,5.60181635316585
Drama,Nolan,Streep,DiCaprio,1980,172,6.260450289127819
Drama,Nolan,Johansson,DiCaprio,2014,95,4.389221087836832
Romance,Tarantino,Streep,Johansson,1992,110,8.139883139116153
Action,Nolan,DiCaprio,Cruise,1997,161,2.6502167992887835
Sci-Fi,Nolan,Cruise,Johansson,2002,89,9.436396369982527
Comedy,Nolan,Hanks,Hanks,1991,166,4.828422519622471
Comedy,Nolan,Cruise,DiCaprio,2023,101,9.793534178123101
Romance,Nolan,Hanks,Hanks,1980,160,4.693788976123966
Drama,Tarantino,Johansson,Hanks,2001,168,4.104327181851372
Sci-Fi,Tarantino,Streep,Hanks,2019,144,4.151291223225034
Comedy,Wong,Johansson,Streep,2009,110,4.076920738716824
Sci-Fi,Tarantino,Johansson,Hanks,1986,162,9.872944134708971
Action,Nolan,Hanks,Cruise,2011,145,6.561948826991295
Comedy,Wong,Johansson,Hanks,1992,141,4.666000817775633
Romance,Wong,Streep,Cruise,2023,107,9.887351136695289
Comedy,Cameron,Hanks,Hanks,2002,132,9.369539947333296
Romance,Tarantino,DiCaprio,Hanks,2000,85,5.096307491315616
Romance,Spielberg,Johansson,Streep,1980,173,1.670752906313015
Comedy,Nolan,DiCaprio,Cruise,2018,117,6.989461903566831
Drama,Cameron,Hanks,Johansson,2018,154,3.465925481454872
Drama,Wong,Johansson,Hanks,2021,155,4.687540929681499
Action,Tarantino,Cruise,Johansson,1990,176,5.836261733816808
Romance,Nolan,Cruise,Cruise,2015,104,4.917331351701504
Romance,Spielberg,DiCaprio,DiCaprio,2022,121,4.822813353982073
Romance,Cameron,Hanks,Cruise,2012,109,8.885648402013897
Comedy,Wong,Johansson,Hanks,2023,156,7.700681630498821
Comedy,Nolan,Hanks,Streep,1980,116,9.344088511154302
Romance,Tarantino,DiCaprio,Hanks,2006,101,3.8222913754161443
Sci-Fi,Tarantino,Streep,Hanks,2023,152,4.110983242843828
Sci-Fi,Wong,Johansson,DiCaprio,2020,175,3.491283281009921
Action,Tarantino,DiCaprio,Streep,1981,129,5.509576065093367
Romance,Wong,Hanks,Hanks,1980,160,9.10682555920159
Comedy,Nolan,Cruise,Streep,1983,139,8.22618373401992
Comedy,Cameron,DiCaprio,Johansson,1988,140,6.841070837566567
Action,Spielberg,DiCaprio,Hanks,2010,125,9.49174939801693
Comedy,Tarantino,Johansson,Johansson,1996,109,8.032465443319603
Sci-Fi,Spielberg,Hanks,DiCaprio,1992,169,2.5355730449331446
Sci-Fi,Nolan,Johansson,Johansson,2013,135,7.257711357903874
Comedy,Cameron,DiCaprio,DiCaprio,1997,153,9.035855976872346
Comedy,Cameron,DiCaprio,Hanks,1985,168,5.282837883706335
Drama,Tarantino,DiCaprio,Hanks,2005,167,4.397158631046711
Drama,Tarantino,DiCaprio,Johansson,1999,133,7.764664221493489
Drama,Wong,Streep,Streep,1987,152,6.749819584869767
Comedy,Tarantino,Johansson,Hanks,1985,140,5.214470218134135
Sci-Fi,Tarantino,Cruise,Streep,2011,149,5.480916842287185
Drama,Tarantino,Cruise,Streep,2010,110,4.328072340760599
Action,Spielberg,Johansson,Streep,1985,92,1.1472388503843647
Sci-Fi,Wong,Johansson,Johansson,1986,102,3.3495794542163724
Drama,Spielberg,Johansson,DiCaprio,1990,113,4.089719378967857
Comedy,Wong,Johansson,Streep,1988,124,7.7599759620670214
Action,Cameron,Johansson,DiCaprio,1987,113,1.6786525529907623
Comedy,Wong,DiCaprio,Johansson,1999,177,4.02727218680295
Romance,Cameron,Hanks,Cruise,1995,153,4.19003076223985
Action,Nolan,Streep,Hanks,2015,104,8.466255860663225
Sci-Fi,Tarantino,Cruise,DiCaprio,1984,121,4.289673494174467
Comedy,Spielberg,Johansson,Streep,1985,140,7.462424967940263
Drama,Wong,Johansson,DiCaprio,2010,137,8.195198073277135
Romance,Nolan,Hanks,Johansson,2013,105,2.7385409197983233
Comedy,Wong,Johansson,Cruise,1984,179,1.1741981845539446
Romance,Spielberg,Hanks,Cruise,1996,140,6.198323371754666
Comedy,Tarantino,Cruise,Hanks,1995,101,6.68521070088079
Sci-Fi,Wong,Streep,Streep,2006,81,3.699027040601589
Romance,Tarantino,Cruise,Streep,1998,98,6.3056783222851305
Sci-Fi,Nolan,DiCaprio,DiCaprio,2011,148,1.3685852940690029
Sci-Fi,Nolan,Johansson,DiCaprio,2008,99,6.289566617116453
Comedy,Spielberg,Hanks,Cruise,1982,137,9.860906081566428
Romance,Cameron,Cruise,Johansson,2012,120,5.247088576752876
Drama,Tarantino,Johansson,Cruise,1991,115,3.4192971397985
Sci-Fi,Cameron,DiCaprio,Streep,1981,149,8.451614481537305
Drama,Nolan,Streep,Streep,2010,83,1.1505098431814296
Comedy,Cameron,Hanks,Hanks,1992,169,8.10552356878759
Comedy,Cameron,Cruise,Johansson,1996,171,9.362932499916274
Romance,Nolan,Streep,DiCaprio,2018,87,9.663573672110324
Sci-Fi,Cameron,Streep,Johansson,1982,133,3.0362727716481817
Sci-Fi,Nolan,Johansson,Johansson,2003,164,4.953561286585288
Comedy,Tarantino,Cruise,Johansson,1998,133,4.514061973449549
Action,Wong,Streep,Streep,1984,135,7.289737920284397
Action,Spielberg,Hanks,Hanks,2008,144,6.414029379583923
Comedy,Wong,Johansson,Hanks,2011,137,6.33033657280654
Drama,Tarantino,Cruise,Johansson,2014,178,7.183120876107077
Romance,Wong,Hanks,Hanks,2016,106,8.601469515543274
Comedy,Wong,Cruise,Johansson,2008,168,7.798135871412976
Sci-Fi,Nolan,DiCaprio,DiCaprio,2008,145,2.1602779809620056
Comedy,Tarantino,DiCaprio,Streep,2006,105,2.5255359317599444
Drama,Cameron,Hanks,Streep,1981,178,1.3128359655328548
Action,Nolan,DiCaprio,DiCaprio,2005,135,7.404093303200982
Action,Cameron,DiCaprio,Cruise,2014,115,5.484829042548869
Drama,Tarantino,Johansson,Hanks,2021,155,3.258763565795043
Drama,Wong,Hanks,Johansson,2022,146,5.582690074798386
Drama,Nolan,Hanks,Cruise,1994,158,9.891367624464266
Romance,Nolan,Cruise,Hanks,2021,103,7.401515181902507
Comedy,Cameron,Hanks,Johansson,2005,84,5.252511199845982
Sci-Fi,Wong,Streep,Streep,2010,155,6.062885801463513
Sci-Fi,Wong,Hanks,Cruise,2006,151,8.907692444531428
Action,Nolan,Johansson,Johansson,2014,92,6.498523081568356
Action,Cameron,Hanks,Johansson,1999,157,6.078549061687253
Romance,Cameron,Streep,DiCaprio,2020,157,5.65026012796416
Romance,Tarantino,DiCaprio,Cruise,2001,85,8.399085036252002
Action,Wong,Hanks,Streep,1992,142,5.405454190614496
Sci-Fi,Spielberg,Johansson,Hanks,1996,125,2.9617460380429717
Action,Wong,Streep,Hanks,2008,84,6.544860420393201
Comedy,Wong,Cruise,DiCaprio,2005,114,3.0832595342896285
Sci-Fi,Tarantino,Johansson,Johansson,1990,151,4.357135161407271
Comedy,Tarantino,Cruise,Streep,1990,160,9.883282094392193
Comedy,Nolan,DiCaprio,Streep,2011,90,7.136433832218596
Sci-Fi,Wong,Streep,DiCaprio,2021,151,4.306158732992194
Sci-Fi,Nolan,Johansson,Streep,1984,97,2.1151942216723882
Drama,Tarantino,Cruise,Cruise,1982,165,2.5439396892258985
Action,Cameron,Hanks,Johansson,2017,98,2.220654161190973
Action,Nolan,Hanks,Streep,2009,86,9.564142336192115
Sci-Fi,Spielberg,Streep,Hanks,2011,170,9.4153128671467
Romance,Nolan,Streep,Cruise,2006,93,6.865030073970418
Drama,Wong,Cruise,Streep,1980,90,8.252019803955777
Comedy,Nolan,Streep,Johansson,2007,112,4.369713899138512
Action,Wong,Johansson,Hanks,2004,118,1.7037211880501462
Comedy,Nolan,DiCaprio,Cruise,1995,96,8.783694806235296
Comedy,Tarantino,Cruise,DiCaprio,2003,135,8.692468285503663
Comedy,Nolan,Cruise,DiCaprio,1995,97,2.440493323072042
Drama,Wong,Cruise,Hanks,1992,113,3.166513457831421
Sci-Fi,Wong,Johansson,Hanks,1981,127,1.548777564914484
Comedy,Nolan,Hanks,Hanks,1983,134,7.130446054519509
Romance,Nolan,Hanks,Streep,2006,145,2.8514928340105086
Comedy,Tarantino,Streep,Streep,1989,155,1.3956679940348842
Action,Wong,Cruise,Cruise,1985,161,9.406790920090287
Drama,Wong,Johansson,Johansson,1998,136,1.545250920465267
Sci-Fi,Wong,Johansson,Cruise,1987,156,3.417603617919359
Romance,Tarantino,Streep,Johansson,1983,168,9.120269456348604
Comedy,Tarantino,Hanks,DiCaprio,1992,89,5.752601429811634
Sci-Fi,Spielberg,Streep,Hanks,1985,168,3.8523031115965014
Action,Cameron,DiCaprio,Cruise,2012,109,2.618166784816401
Drama,Tarantino,Hanks,Hanks,2001,173,7.0395123800208514
Drama,Tarantino,DiCaprio,Johansson,1983,90,5.996699067033458
Action,Wong,Johansson,DiCaprio,1984,154,2.4932875357685806
Comedy,Cameron,Johansson,Hanks,1991,117,5.508467644926019
Sci-Fi,Spielberg,DiCaprio,Streep,1993,168,9.635617469859634
Action,Wong,Cruise,Hanks,1983,110,6.158622200957453
Comedy,Tarantino,Johansson,Streep,2004,141,2.2406476671584183
Sci-Fi,Nolan,Hanks,Cruise,2000,176,1.9409674165033068
Drama,Spielberg,Streep,DiCaprio,1990,131,3.7817655972470483
Drama,Cameron,Cruise,Hanks,1994,106,3.9558621106155902
Romance,Spielberg,DiCaprio,Hanks,2020,138,5.2616843774582165
Comedy,Tarantino,Streep,Cruise,2020,124,5.279872621024103
Action,Wong,Cruise,Streep,2014,122,1.825102063765828
Action,Nolan,Johansson,DiCaprio,2012,160,5.198470484965215
Drama,Tarantino,Streep,DiCaprio,1997,126,7.680230436603271
Drama,Tarantino,Johansson,Johansson,2013,137,6.617871412338664
Comedy,Spielberg,DiCaprio,Streep,2002,105,2.2856254660344923
Drama,Cameron,Cruise,Hanks,2021,130,7.121143621691987
Comedy,Cameron,Streep,Cruise,2005,150,1.9449415407644164
Romance,Nolan,Cruise,Johansson,2009,117,3.844018305052832
Comedy,Nolan,Hanks,Johansson,2005,116,5.235881639132479
Drama,Nolan,Streep,Johansson,1984,84,1.1303420754842302
Action,Spielberg,Johansson,Streep,2019,146,8.10417375860263
Sci-Fi,Cameron,Johansson,Cruise,2018,130,5.173837894698491
Romance,Spielberg,Hanks,Johansson,2022,177,4.199412236038755
Drama,Tarantino,Streep,Cruise,2008,160,4.706111353979976
Sci-Fi,Nolan,Cruise,Johansson,2007,167,8.691056787607867
Romance,Spielberg,Streep,DiCaprio,2007,138,5.0942507029714745
Comedy,Tarantino,Hanks,Streep,2023,180,8.639990021935905
Comedy,Cameron,Streep,Hanks,1995,106,5.640203350916496
Romance,Spielberg,Hanks,Cruise,1992,120,8.90395280547248
Drama,Nolan,Cruise,Johansson,1991,131,4.521593320301151
Romance,Wong,DiCaprio,Hanks,1993,96,8.004297271245136
Comedy,Spielberg,Hanks,Cruise,1982,95,2.7836633882697495
Comedy,Tarantino,Cruise,Streep,1996,110,1.4670529229646065
Drama,Spielberg,Cruise,Hanks,2006,162,3.5534767103887375
Comedy,Nolan,Hanks,Streep,2022,143,1.4601481385008421
Drama,Nolan,Hanks,Cruise,2005,162,9.968036571727978
Action,Nolan,Streep,Streep,1981,138,9.61852287771158
Drama,Tarantino,Streep,Johansson,2022,157,7.156642447423783
Action,Cameron,DiCaprio,DiCaprio,1987,134,4.825318465233088
Romance,Spielberg,Hanks,DiCaprio,1989,106,1.559557524650978
Drama,Cameron,Streep,Johansson,1986,169,3.9326312724517964
Comedy,Spielberg,Hanks,Hanks,1999,90,7.724232843532236
Comedy,Spielberg,Johansson,Cruise,2021,135,8.292478409092787
Romance,Tarantino,Streep,Johansson,2020,104,3.150721180228394
Romance,Wong,Cruise,Hanks,1989,100,3.6507558600479553
Drama,Nolan,Johansson,Hanks,2008,93,9.690298677129476
Romance,Wong,Cruise,DiCaprio,2000,144,3.7882358196702897
Comedy,Wong,DiCaprio,Johansson,1997,111,6.230827688440607
Action,Wong,Streep,DiCaprio,2013,157,3.2076471654827365
Romance,Cameron,Streep,Johansson,2011,160,2.5326563883971582
Sci-Fi,Tarantino,Cruise,Streep,1990,108,4.950178657935355
Drama,Tarantino,Cruise,Hanks,2003,135,9.374286371025974
Drama,Tarantino,Johansson,Streep,2015,136,4.018223774820598
Comedy,Wong,Streep,DiCaprio,1993,111,1.730569727740583
Romance,Spielberg,Hanks,DiCaprio,2006,144,2.539147013756518
Romance,Cameron,Johansson,Hanks,1993,88,3.0651986378763176
Comedy,Spielberg,Hanks,DiCaprio,2014,82,6.391885337748498
Drama,Tarantino,DiCaprio,Hanks,2016,172,9.75139429937622
Drama,Tarantino,Hanks,DiCaprio,2003,93,2.132436106370547
Drama,Nolan,Hanks,Johansson,2002,164,9.781880427514555
Sci-Fi,Cameron,Cruise,Cruise,2002,176,7.75697401259987
Drama,Cameron,Hanks,Hanks,2013,124,4.794943568241292
Sci-Fi,Wong,DiCaprio,Streep,1981,106,6.8909484716724005
Drama,Nolan,Streep,Hanks,1996,175,1.9388321204813839
Comedy,Spielberg,Streep,Hanks,2023,91,4.67416078367931
Comedy,Spielberg,Hanks,DiCaprio,2000,83,1.2260673654458014
Comedy,Spielberg,Cruise,DiCaprio,2001,163,7.7290739888411375
Sci-Fi,Spielberg,Cruise,Johansson,2004,166,4.793012214413686
Drama,Nolan,Streep,Streep,2009,119,3.8062636861064094
Comedy,Nolan,Streep,Cruise,2009,122,1.5213470236489335
Comedy,Nolan,Johansson,Streep,1991,143,2.0867876959822538
Comedy,Cameron,Hanks,Hanks,2006,95,4.953556771495083
Action,Spielberg,Johansson,Cruise,1984,119,9.722822017916082
Romance,Cameron,Streep,Cruise,2010,139,8.340518828677702
Action,Wong,Hanks,Streep,2012,95,5.879537035536014
Drama,Nolan,Johansson,DiCaprio,2007,161,6.395046106797605
Action,Cameron,Cruise,Streep,1990,151,2.371660797241605
Comedy,Tarantino,Hanks,Johansson,1985,126,3.8720283960249127
Drama,Wong,DiCaprio,DiCaprio,1982,179,7.896426242281286
Sci-Fi,Cameron,Johansson,Cruise,1994,136,1.4219275159714115
Comedy,Tarantino,Hanks,Johansson,2019,138,8.377539660906418
Sci-Fi,Nolan,Cruise,Streep,2001,133,5.229238631818928
Sci-Fi,Tarantino,Johansson,DiCaprio,1986,96,4.30233672598822
Action,Nolan,Cruise,Hanks,2013,92,4.956765626288067
Action,Tarantino,Johansson,Hanks,2017,109,7.975377260793985
Drama,Nolan,Streep,Johansson,1986,180,5.103955297419024
Action,Tarantino,Johansson,Streep,1989,82,1.5407812874412383
Drama,Spielberg,Streep,Cruise,2011,158,9.352721083734572
Drama,Cameron,Streep,DiCaprio,2015,84,5.695191399948989
Sci-Fi,Cameron,Cruise,DiCaprio,2021,105,3.6948641205652897
Sci-Fi,Cameron,Streep,Hanks,2010,135,2.5437045140332186
Romance,Tarantino,Streep,Hanks,1986,95,4.770650367458468
Drama,Wong,Hanks,Streep,1998,168,6.899048321798312
Sci-Fi,Wong,DiCaprio,DiCaprio,2011,137,5.2577912037096945
Sci-Fi,Spielberg,Hanks,Streep,1992,93,7.629755749951121
Drama,Wong,Streep,Johansson,2006,83,1.0398593890536447
Comedy,Cameron,Streep,DiCaprio,1993,119,4.835485989534595
Romance,Cameron,Streep,DiCaprio,2023,145,1.7941056184285529
Action,Wong,Cruise,Cruise,1988,110,3.9554838640725114
Comedy,Wong,Streep,Johansson,2004,149,2.9685564449887725
Sci-Fi,Nolan,Hanks,Cruise,1998,97,6.075215014564597
Comedy,Wong,Johansson,Hanks,1982,80,8.830140605635453
Sci-Fi,Tarantino,Johansson,Streep,1994,120,8.195517097632493
Comedy,Cameron,Streep,Johansson,1987,124,2.3181236122940163
Romance,Cameron,Cruise,Johansson,2003,89,4.3643088371989105
Action,Spielberg,Streep,Streep,2005,99,7.349099120343226
Action,Spielberg,Cruise,Johansson,2014,133,1.527650043209099
Romance,Spielberg,Hanks,DiCaprio,2012,94,6.889078834272115
Action,Nolan,Hanks,Hanks,2023,101,8.41154799324147
Comedy,Wong,Streep,DiCaprio,1989,111,9.49700143429532
Action,Spielberg,Johansson,Hanks,2013,155,9.297252575647668
Drama,Tarantino,Johansson,Cruise,1990,122,6.865485438135894
Action,Spielberg,Streep,Johansson,2016,172,8.961520273955806
Romance,Tarantino,Cruise,Johansson,1992,144,5.194177442042542
Drama,Cameron,Cruise,Streep,2002,100,2.9522232603454874
Comedy,Tarantino,Cruise,Streep,1983,102,2.6275648607900126
Comedy,Wong,Hanks,DiCaprio,2009,168,5.96594761641853
Comedy,Tarantino,Johansson,Hanks,2023,149,7.263581574657321
Comedy,Tarantino,Hanks,DiCaprio,2016,122,5.129265436963505
Action,Wong,Cruise,Cruise,2016,152,3.648157540354842
Romance,Spielberg,Streep,Cruise,2015,84,2.300512416702293
Romance,Spielberg,Streep,Hanks,1983,113,3.5210825538516066
Action,Tarantino,Johansson,Streep,1992,119,9.181733815292507
Sci-Fi,Spielberg,Cruise,Streep,1988,130,9.79305978973883
Sci-Fi,Spielberg,Cruise,Johansson,2002,128,8.91679681279292
Sci-Fi,Cameron,DiCaprio,Cruise,1995,82,8.21749552625139
Action,Nolan,Hanks,Cruise,1984,111,7.482300061024912
Romance,Spielberg,Cruise,Hanks,2008,134,2.531398590056963
Action,Wong,Cruise,Cruise,2014,123,7.901674762504311
Romance,Spielberg,Johansson,DiCaprio,2001,98,6.890437952192256
Romance,Wong,Hanks,Cruise,2003,161,3.906853175864816
Comedy,Cameron,Cruise,Cruise,2007,99,7.27318482507665
Romance,Tarantino,Cruise,Cruise,1989,159,6.185049754153208
Sci-Fi,Spielberg,DiCaprio,DiCaprio,2004,143,2.418597354332694
Sci-Fi,Wong,Hanks,Cruise,2009,112,1.376497115809574
Comedy,Cameron,Johansson,Cruise,2012,144,6.461292913515398
Comedy,Tarantino,Johansson,Streep,1995,170,6.2607374568349625
Sci-Fi,Cameron,Johansson,Cruise,2000,112,6.885423857436876
Action,Spielberg,Cruise,Hanks,1980,178,8.99610038324446
Action,Spielberg,Hanks,Cruise,2015,148,5.186546807827077
Sci-Fi,Tarantino,DiCaprio,Hanks,1991,115,2.512757761052004
Drama,Spielberg,Hanks,DiCaprio,1986,151,3.1825156510339063
Comedy,Tarantino,DiCaprio,Hanks,2023,98,2.480851790050349
Action,Wong,Streep,Cruise,1992,117,4.403600374964417
Sci-Fi,Wong,DiCaprio,Johansson,2023,127,5.34483003206799
Action,Wong,DiCaprio,Streep,2019,141,7.634692267194142
Drama,Nolan,Hanks,DiCaprio,1982,116,2.3316124159059157
Comedy,Wong,Streep,Johansson,1989,163,5.330400057170695
Action,Spielberg,DiCaprio,Cruise,2023,148,6.4237366394084665
Romance,Wong,Johansson,Streep,1999,135,7.532597778471621
Comedy,Wong,Streep,Johansson,1996,151,7.637783888132554
Comedy,Tarantino,Cruise,Johansson,1988,117,7.883614049133254
Drama,Wong,Johansson,Johansson,1996,150,8.377235394862288
Action,Cameron,Streep,Johansson,2013,144,7.39858466749411
Romance,Nolan,Streep,Johansson,2008,152,8.812847661411633
Sci-Fi,Cameron,Cruise,DiCaprio,2011,121,7.376837452200901
Romance,Nolan,DiCaprio,Streep,1996,142,7.916617097156245
Drama,Spielberg,DiCaprio,Cruise,2003,101,1.8815776108504347
Drama,Nolan,Cruise,Hanks,2012,155,2.0901906660783744
Comedy,Spielberg,Hanks,DiCaprio,1982,176,9.126753059648474
Drama,Nolan,Hanks,Cruise,1996,83,6.391407823197391
Sci-Fi,Wong,DiCaprio,DiCaprio,2008,81,8.730762510541886
Romance,Cameron,DiCaprio,Streep,1989,103,9.318471578804447
Sci-Fi,Wong,DiCaprio,Streep,2023,129,2.5369655445632486
Romance,Cameron,Johansson,Hanks,2018,164,2.335703420282002
Sci-Fi,Cameron,Johansson,Johansson,2015,180,1.4850206475845629
Romance,Tarantino,Streep,DiCaprio,2014,109,3.2685087976236358
Comedy,Tarantino,DiCaprio,Johansson,2015,100,7.360156418897999
Sci-Fi,Spielberg,Hanks,Johansson,2013,171,9.382558331313465
Comedy,Wong,Johansson,Hanks,1994,102,3.618901872278531
Action,Spielberg,Cruise,Johansson,1988,151,3.019407228857277
Sci-Fi,Spielberg,Johansson,DiCaprio,1987,114,7.645027441614389
Comedy,Tarantino,Hanks,Streep,1994,178,7.621508430853833
Action,Nolan,Streep,Cruise,2019,124,6.953940758279671
Comedy,Wong,Johansson,Johansson,1989,147,6.970943000791225
Action,Cameron,Johansson,DiCaprio,2007,109,8.953736361535093
Drama,Tarantino,Streep,DiCaprio,2008,101,5.648769504051466
Drama,Spielberg,DiCaprio,DiCaprio,1988,105,9.696213858396021
Drama,Cameron,Johansson,DiCaprio,1986,124,9.275950934818011
Romance,Nolan,DiCaprio,Cruise,2010,115,4.422819045975796
Sci-Fi,Cameron,Cruise,Streep,2013,136,9.200284649807825
